user_id,amplitude_id,total_events,high_signal_events,cancellation_signals,error_events,meaningful_screens,latest_events,num_sessions,first_used,last_used,platform,country,app_version,device,os,revenue,paying,subscription_status,subscription_plan,subscription_period,fleet_size,total_routes_created,total_routes_optimized,total_stops_planned,account_created_at,company_name,industry,user_role,plan_type,user_type,analysis_report,error,elapsed_seconds,found_backend_cancel_event,cancel_reason,cancel_note,cancel_from,payment_interval,amount_usd,cancel_event_time
150801--00,386880039530,500,backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1,,,,open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1,4467,2022-03-05,2026-04-06,Android,United Kingdom,28.9,Samsung Phone,android 13,0.0,,,,,,,,,,,,,,,User ID: 150801--00 | Amplitude ID: 386880039530 | Total events: 500 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | Cancellation signals: none | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1,,7.51,no,N/A,N/A,N/A,N/A,N/A,
1511213--00,1190150671723,500,backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1,,,,open_app_v1 | edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | start_route_v1 | edit_route_v1 | add_trip_note_v1 | add_stop_note_click_v1 | stop_added_v1 | add_trip_note_v1,1016,2025-04-16,2026-04-07,Android,Chile,28.9,Redmi Phone,android 12,0.0,,,,,,,,,,,,,,,User ID: 1511213--00 | Amplitude ID: 1190150671723 | Total events: 500 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | Cancellation signals: none | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | start_route_v1 | edit_route_v1 | add_trip_note_v1 | add_stop_note_click_v1 | stop_added_v1 | add_trip_note_v1,,5.66,no,N/A,N/A,N/A,N/A,N/A,
1513938--00,1193199510067,500,save_and_optimize_v1 | first_stop_added_v1 | backend_route_creation_v1 | login_v1 | cancel_subscription_button_v1,cancel_subscription_button_v1,,,start_route_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | open_app_v1 | start_route_v1 | open_app_v1 | backend_route_creation_v1,786,2025-04-18,2026-04-07,Android,Brazil,28.9,Samsung Phone,android 11,0.0,,,,,,,,,,,,,,,User ID: 1513938--00 | Amplitude ID: 1193199510067 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | backend_route_creation_v1 | login_v1 | cancel_subscription_button_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: start_route_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | open_app_v1 | start_route_v1 | open_app_v1 | backend_route_creation_v1,,6.77,no,N/A,N/A,N/A,N/A,N/A,
1554158--00,1231906876000,500,backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | login_v1 | create_new_route_v1,,,,open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | edit_route_v1 | open_app_v1 | edit_route_v1 | open_app_v1 | open_app_v1,1262,2025-05-27,2026-04-06,Android,France,28.9,Samsung Phone,android 13,0.0,,,,,,,,,,,,,,,User ID: 1554158--00 | Amplitude ID: 1231906876000 | Total events: 500 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | login_v1 | create_new_route_v1 | Cancellation signals: none | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | start_route_v1 | edit_route_v1 | open_app_v1 | edit_route_v1 | open_app_v1 | open_app_v1,,6.44,yes,User canceled the subscription,I don't use this service enough,by_user,quarter,59.7765,2026-03-11 05:19:20.000000
1567446--00,1243650288367,500,first_stop_added_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | create_new_route_v1 | cancel_subscription_button_v1,cancel_subscription_button_v1,,,stops_added_v1 | done_adding_stop_v1 | first_stop_added_v1 | add_stop_screen_v1 | navigate_via_v1 | start_route_v1 | save_and_optimize_v1 | save_and_optimize_v1 | backend_route_creation_v1 | stops_added_v1,733,2025-06-09,2026-03-30,iOS,United States,15.2,Apple iPhone,ios 26.2,0.0,,,,,,,,,,,,,,,User ID: 1567446--00 | Amplitude ID: 1243650288367 | Total events: 500 | High signal events: first_stop_added_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | create_new_route_v1 | cancel_subscription_button_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: stops_added_v1 | done_adding_stop_v1 | first_stop_added_v1 | add_stop_screen_v1 | navigate_via_v1 | start_route_v1 | save_and_optimize_v1 | save_and_optimize_v1 | backend_route_creation_v1 | stops_added_v1,,6.61,no,N/A,N/A,N/A,N/A,N/A,
1568737--00,1244473665765,500,backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,open_app_v1 | start_route_v1 | edit_route_v1 | stop_detail_update_v1 | stop_detail_open_v1 | end_location_entered_v1 | start_location_entered_v1 | edit_route_v1 | stop_detail_update_v1 | stop_detail_open_v1,2172,2025-06-10,2026-04-06,Android,Brazil,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1568737--00 | Amplitude ID: 1244473665765 | Total events: 500 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | start_route_v1 | edit_route_v1 | stop_detail_update_v1 | stop_detail_open_v1 | end_location_entered_v1 | start_location_entered_v1 | edit_route_v1 | stop_detail_update_v1 | stop_detail_open_v1,,5.94,yes,by webhook,by webhook,by_user,quarter,24.807,2026-04-02 06:05:02.000000
1580274--00,1253059243143,500,backend_cancel_subscription_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | first_stop_added_v1 | begin_checkout_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | backend_subscription_history_v1 | edit_route_v1 | edit_route_v1 | open_app_v1 | start_route_v1 | edit_route_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1,159,2025-06-19,2026-04-05,Android,Brazil,28.9,Realme Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1580274--00 | Amplitude ID: 1253059243143 | Total events: 500 | High signal events: backend_cancel_subscription_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | first_stop_added_v1 | begin_checkout_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | backend_subscription_history_v1 | edit_route_v1 | edit_route_v1 | open_app_v1 | start_route_v1 | edit_route_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1,,6.13,yes,It's too expensive,N/A,by_user,month,10.6868,2026-03-12 18:27:01.000000
1586115--00,1257547730222,500,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | onboarding_page_v1 | cancel_subscription_button_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_route_creation_v1 | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button,54,2025-06-25,2026-03-17,iOS,Italy,15.1,Apple iPhone,ios 18.7.4,0.0,,,,,,,,,,,,,,,User ID: 1586115--00 | Amplitude ID: 1257547730222 | Total events: 500 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | onboarding_page_v1 | cancel_subscription_button_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_route_creation_v1 | fleet_add_stop_button | fleet_add_stop_button | fleet_add_stop_button,,6.00,yes,by webhook,by webhook,by_user,month,0.0,2026-03-17 13:16:49.000000
1589711--00,1262652375380,500,first_stop_added_v1 | save_and_optimize_v1 | backend_route_creation_v1,,,,open_app_v1 | open_app_v1 | stop_detail_update_v1 | edit_route_v1 | stop_detail_open_v1 | open_app_v1 | open_app_v1 | open_app_v1 | stop_detail_update_v1 | edit_route_v1,2287,2025-07-01,2026-04-07,Android,Singapore,28.9,HONOR HONOR FCP-N49,android 16,0.0,,,,,,,,,,,,,,,User ID: 1589711--00 | Amplitude ID: 1262652375380 | Total events: 500 | High signal events: first_stop_added_v1 | save_and_optimize_v1 | backend_route_creation_v1 | Cancellation signals: none | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | stop_detail_update_v1 | edit_route_v1 | stop_detail_open_v1 | open_app_v1 | open_app_v1 | open_app_v1 | stop_detail_update_v1 | edit_route_v1,,5.84,no,N/A,N/A,N/A,N/A,N/A,
1609022--00,1276947286195,500,save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1 | backend_route_creation_v1,,,,open_app_v1 | start_route_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1,641,2025-07-17,2026-04-07,Android,Singapore,28.9,Redmi Phone,android 11,0.0,,,,,,,,,,,,,,,User ID: 1609022--00 | Amplitude ID: 1276947286195 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1 | backend_route_creation_v1 | Cancellation signals: none | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | start_route_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1,,5.52,no,N/A,N/A,N/A,N/A,N/A,
1613898--00,1280231852064,500,save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | navigate_via_v1,cancel_subscription_button_v1,,,save_and_optimize_v1 | save_and_optimize_v1 | stops_added_v1 | done_adding_stop_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1 | open_app_v1 | open_app_v1 | save_and_optimize_v1,298,2025-07-21,2026-04-07,iOS,United States,15.4,Apple iPhone,ios 18.7.7,0.0,,,,,,,,,,,,,,,User ID: 1613898--00 | Amplitude ID: 1280231852064 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | navigate_via_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: save_and_optimize_v1 | save_and_optimize_v1 | stops_added_v1 | done_adding_stop_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1 | open_app_v1 | open_app_v1 | save_and_optimize_v1,,5.82,no,N/A,N/A,N/A,N/A,N/A,
1616339--00,1281888551180,500,backend_cancel_subscription_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | login_v1 | begin_checkout_v1 | cancel_subscription_button_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | stop_detail_open_v1 | save_and_optimize_v1 | save_and_optimize_v1 | start_location_entered_v1 | end_location_entered_v1 | start_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1,78,2025-07-23,2026-03-31,Android,Ireland,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1616339--00 | Amplitude ID: 1281888551180 | Total events: 500 | High signal events: backend_cancel_subscription_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_route_creation_v1 | login_v1 | begin_checkout_v1 | cancel_subscription_button_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | stop_detail_open_v1 | save_and_optimize_v1 | save_and_optimize_v1 | start_location_entered_v1 | end_location_entered_v1 | start_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1,,7.02,yes,User canceled the subscription,N/A,by_user,week,3.0,2026-03-31 15:46:45.000000
1622497--00,1287646525004,32,begin_checkout_v1 | cancel_subscription_button_v1 | backend_cancel_subscription_v1 | sign_up_v1 | backend_route_creation_v1,cancel_subscription_button_v1 | backend_cancel_subscription_v1,,,begin_checkout_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | subscribe_v1 | begin_checkout_v1 | payment_send_v1 | payment_send_v1 | open_app_v1,7,2025-07-29,2026-04-03,Android,Brazil,28.9,Xiaomi Phone,android 13,0.0,,,,,,,,,,,,,,,User ID: 1622497--00 | Amplitude ID: 1287646525004 | Total events: 32 | High signal events: begin_checkout_v1 | cancel_subscription_button_v1 | backend_cancel_subscription_v1 | sign_up_v1 | backend_route_creation_v1 | Cancellation signals: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | Error events: none | Meaningful screens: none | Latest events: begin_checkout_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | subscribe_v1 | begin_checkout_v1 | payment_send_v1 | payment_send_v1 | open_app_v1,,4.70,no,N/A,N/A,N/A,N/A,N/A,
1633084--00,1295278462550,500,cancel_subscription_button_v1 | login_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1,cancel_subscription_button_v1,,,open_app_v1 | open_app_v1 | start_route_v1 | open_app_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | login_v1 | signup_page_v1 | open_app_v1,304,2025-08-07,2026-04-06,Android,United Kingdom,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1633084--00 | Amplitude ID: 1295278462550 | Total events: 500 | High signal events: cancel_subscription_button_v1 | login_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | start_route_v1 | open_app_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | login_v1 | signup_page_v1 | open_app_v1,,6.41,no,N/A,N/A,N/A,N/A,N/A,
163782--00,398678874272,500,backend_cancel_subscription_v1 | login_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1,backend_cancel_subscription_v1,,,backend_cancel_subscription_v1 | open_app_v1 | start_route_v1 | open_app_v1 | login_v1 | signup_page_v1 | edit_route_v1 | start_location_entered_v1 | start_location_entered_v1 | backend_route_creation_v1,5411,2022-05-08,2026-04-02,Android,Singapore,28.9,Oppo Phone,android 13,0.0,,,,,,,,,,,,,,,User ID: 163782--00 | Amplitude ID: 398678874272 | Total events: 500 | High signal events: backend_cancel_subscription_v1 | login_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | Cancellation signals: backend_cancel_subscription_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | open_app_v1 | start_route_v1 | open_app_v1 | login_v1 | signup_page_v1 | edit_route_v1 | start_location_entered_v1 | start_location_entered_v1 | backend_route_creation_v1,,6.10,yes,User canceled the subscription,N/A,by_user,month,9.69976,2026-04-02 13:46:43.000000
1655313--00,1311804463849,500,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | begin_checkout_v1 | create_new_route_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | backend_route_creation_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1,52,2025-08-23,2026-03-27,Android,Brazil,28.9,Redmi Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1655313--00 | Amplitude ID: 1311804463849 | Total events: 500 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | begin_checkout_v1 | create_new_route_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | backend_route_creation_v1 | save_and_optimize_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1,,5.58,yes,We don’t need route planner,N/A,by_user,quarter,24.807,2026-03-27 11:31:41.000000
1655363--00,1311828361442,500,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,signup_page_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | done_adding_stop_v1 | first_stop_added_v1,274,2025-08-23,2026-03-27,Android,United States,28.9,Samsung Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1655363--00 | Amplitude ID: 1311828361442 | Total events: 500 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: signup_page_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | done_adding_stop_v1 | first_stop_added_v1,,6.67,yes,User canceled the subscription,I don't use this service enough,by_user,month,19.99,2026-03-26 03:17:32.000000
1658533--00,1314124909308,500,first_stop_added_v1 | create_new_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | cancel_subscription_button_v1,cancel_subscription_button_v1,,,open_app_v1 | start_route_v1 | edit_route_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | start_location_entered_v1 | first_stop_added_v1 | add_stop_screen_v1 | first_stop_added_v1,610,2025-08-26,2026-04-07,Android,Singapore,28.9,Infinix INFINIX Infinix X6857,android 15,0.0,,,,,,,,,,,,,,,User ID: 1658533--00 | Amplitude ID: 1314124909308 | Total events: 500 | High signal events: first_stop_added_v1 | create_new_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | start_route_v1 | edit_route_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | start_location_entered_v1 | first_stop_added_v1 | add_stop_screen_v1 | first_stop_added_v1,,5.97,no,N/A,N/A,N/A,N/A,N/A,
1659080--00,1314615714393,500,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | login_v1 | backend_route_creation_v1 | save_and_optimize_v1 | begin_checkout_v1 | first_stop_added_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | login_v1 | signup_page_v1 | open_app_v1 | backend_subscription_history_v1 | backend_subscription_history_v1 | backend_subscription_history_v1,164,2025-08-26,2026-03-13,Android,Brazil,28.2,Redmi Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1659080--00 | Amplitude ID: 1314615714393 | Total events: 500 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | login_v1 | backend_route_creation_v1 | save_and_optimize_v1 | begin_checkout_v1 | first_stop_added_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | login_v1 | signup_page_v1 | open_app_v1 | backend_subscription_history_v1 | backend_subscription_history_v1 | backend_subscription_history_v1,,5.98,yes,It's too expensive,N/A,by_user,week,5.04616,2026-03-13 11:51:44.000000
1662371--00,1316527573315,500,backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | login_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,open_app_v1 | open_app_v1 | start_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1,83,2025-08-28,2026-04-01,Android,Brazil,28.9,Realme Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1662371--00 | Amplitude ID: 1316527573315 | Total events: 500 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | login_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | start_route_v1 | backend_route_creation_v1 | save_and_optimize_v1 | end_location_entered_v1 | done_adding_stop_v1 | first_stop_added_v1 | first_stop_added_v1 | first_stop_added_v1,,5.55,yes,It's too expensive,N/A,by_user,week,5.04616,2026-03-29 14:41:30.000000
1662820--00,1317294128670,500,save_and_optimize_v1 | first_stop_added_v1 | backend_route_creation_v1 | begin_checkout_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | edit_route_v1 | stop_added_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | end_location_entered_v1 | start_location_entered_v1,242,2025-08-29,2026-04-07,Android,Brazil,28.9,POCO Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1662820--00 | Amplitude ID: 1317294128670 | Total events: 500 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | backend_route_creation_v1 | begin_checkout_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | edit_route_v1 | stop_added_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | end_location_entered_v1 | start_location_entered_v1,,5.79,yes,by webhook,by webhook,by_user,week,0.0,2026-03-20 13:15:35.000000
1667762--00,1322079241275,500,cancel_subscription_button_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | sign_up_v1,cancel_subscription_button_v1,,,onboarding_page_v1 | open_app_v1 | cancel_subscription_button_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | stops_added_v1 | done_adding_stop_v1 | first_stop_added_v1 | add_stop_screen_v1,925,2025-09-03,2026-03-16,iOS,France,12.7,Apple iPhone,ios 15.8,0.0,,,,,,,,,,,,,,,User ID: 1667762--00 | Amplitude ID: 1322079241275 | Total events: 500 | High signal events: cancel_subscription_button_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: onboarding_page_v1 | open_app_v1 | cancel_subscription_button_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | stops_added_v1 | done_adding_stop_v1 | first_stop_added_v1 | add_stop_screen_v1,,5.79,no,N/A,N/A,N/A,N/A,N/A,
1668242--00,1322545940241,500,begin_checkout_v1 | save_and_optimize_v1 | backend_route_creation_v1 | backend_cancel_subscription_v1 | create_new_route_v1 | cancel_subscription_button_v1 | login_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,open_app_v1 | start_route_v1 | edit_route_v1 | stop_added_v1 | add_stop_onmap_click_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | end_location_entered_v1 | start_location_entered_v1 | edit_route_v1,569,2025-09-04,2026-04-07,Android,Argentina,28.9,motorola motorola motorola edge 30 neo,android 14,0.0,,,,,,,,,,,,,,,User ID: 1668242--00 | Amplitude ID: 1322545940241 | Total events: 500 | High signal events: begin_checkout_v1 | save_and_optimize_v1 | backend_route_creation_v1 | backend_cancel_subscription_v1 | create_new_route_v1 | cancel_subscription_button_v1 | login_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | start_route_v1 | edit_route_v1 | stop_added_v1 | add_stop_onmap_click_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | end_location_entered_v1 | start_location_entered_v1 | edit_route_v1,,6.03,no,N/A,N/A,N/A,N/A,N/A,
1669994--00,1323859140148,500,backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1,,,,open_app_v1 | edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | end_location_entered_v1 | start_location_entered_v1 | edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | end_location_entered_v1,1068,2025-09-05,2026-04-07,Android,Chile,28.9,Motorola Phone,android 12,0.0,,,,,,,,,,,,,,,User ID: 1669994--00 | Amplitude ID: 1323859140148 | Total events: 500 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1 | Cancellation signals: none | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | end_location_entered_v1 | start_location_entered_v1 | edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | end_location_entered_v1,,5.83,no,N/A,N/A,N/A,N/A,N/A,
